id,y_true,y_pred,absolute_error
1734423050,174.0,178.55362819497498,4.553628194974976
1734423060,71.0,85.6354697681792,14.635469768179206
1734423070,48.0,192.59955487492223,144.59955487492223
1734423080,151.0,165.84427759702953,14.844277597029532
1734423090,47.0,100.85985576049748,53.85985576049748
1734423100,346.0,268.4529317304527,77.54706826954731
1734423110,48.0,192.59955487492223,144.59955487492223
1734423120,317.0,230.559465946703,86.440534053297
1734423131,281.0,235.18181769259917,45.81818230740083
1734423141,182.0,147.74770463570545,34.252295364294554
1734423151,71.0,85.6354697681792,14.635469768179206
1734423161,70.0,174.7208351872619,104.72083518726191
1734423171,75.0,73.14153913173813,1.8584608682618722
1734423181,198.0,206.7589795310343,8.7589795310343
1734423191,275.0,234.90789953342886,40.09210046657114
1734423201,109.0,203.86912259612146,94.86912259612146
1734423211,115.0,92.68775339240395,22.31224660759605
1734423222,252.0,240.84721173414746,11.152788265852536
1734423232,246.0,231.55903987256556,14.440960127434437
1734423242,155.0,157.9351671894437,2.935167189443689
1734423252,109.0,162.6473989763018,53.64739897630179
1734423262,182.0,147.74770463570545,34.252295364294554
1734423272,263.0,262.294905161449,0.7050948385510196
1734423282,191.0,193.3160440937124,2.3160440937124065
1734423292,144.0,122.9573406793088,21.0426593206912
1734423302,248.0,216.00836594105994,31.991634058940065
1734423313,132.0,246.29404388168695,114.29404388168695
1734423323,146.0,140.1617444142707,5.838255585729314
1734423333,162.0,125.04342485444745,36.95657514555255
1734423343,93.0,87.12142621227443,5.878573787725571
1734423353,85.0,58.37882693745455,26.621173062545452
1734423363,171.0,177.17568486302878,6.175684863028778
1734423373,126.0,178.36563218463417,52.365632184634165
1734423383,131.0,197.04595872817097,66.04595872817097
1734423394,200.0,77.05659193974893,122.94340806025107
1734423404,48.0,73.91027256015677,25.91027256015677
1734423414,175.0,187.18518671300262,12.185186713002622
1734423424,85.0,150.84067124684628,65.84067124684628
1734423434,151.0,164.48803383176866,13.48803383176866
1734423444,55.0,149.46756884126117,94.46756884126117
1734423454,219.0,140.02257609736603,78.97742390263397
1734423464,59.0,134.18536033536822,75.18536033536822
1734423474,110.0,158.80803758307357,48.80803758307357
1734423485,178.0,163.36792373220544,14.63207626779456
1734423495,199.0,111.81820897916501,87.18179102083499
1734423505,235.0,170.4432857674567,64.5567142325433
1734423515,235.0,170.4432857674567,64.5567142325433
1734423525,131.0,164.54222578987557,33.54222578987557
1734423535,80.0,79.05271657222744,0.947283427772561
1734423545,141.0,166.004562068509,25.00456206850899
1734423555,59.0,77.18827231583384,18.188272315833842
1734423565,92.0,77.8291328074616,14.170867192538395
1734423576,52.0,61.12866809465132,9.128668094651317
1734423586,55.0,81.79851556715474,26.798515567154737
1734423596,128.0,98.72418096807095,29.275819031929046
1734423606,181.0,84.17329376111894,96.82670623888106
1734423616,268.0,210.87358259572397,57.126417404276026
1734423626,59.0,134.18536033536822,75.18536033536822
1734423636,274.0,245.4709782980075,28.52902170199249
1734423646,127.0,119.90095828566663,7.099041714333367
1734423656,61.0,114.23541271146016,53.23541271146016
1734423667,132.0,246.29404388168695,114.29404388168695
1734423677,189.0,204.06083656673707,15.060836566737066
1734423687,96.0,85.25929885962952,10.740701140370476
1734423697,174.0,172.6762701758009,1.3237298241990914
1734423707,55.0,149.46756884126117,94.46756884126117
1734423717,185.0,164.6765966263598,20.32340337364019
1734423727,87.0,89.95910251657963,2.959102516579634
1734423737,178.0,163.36792373220544,14.63207626779456
1734423747,84.0,124.02160620505909,40.021606205059086
1734423758,275.0,214.02865025276205,60.97134974723795
1734423768,137.0,97.12927989718483,39.87072010281517
1734423778,48.0,73.91027256015677,25.91027256015677
1734423788,71.0,121.34323817635367,50.343238176353665
1734423798,59.0,77.18827231583384,18.188272315833842
1734423808,181.0,84.17329376111894,96.82670623888106
1734423818,145.0,123.28822726210797,21.711772737892034
1734423828,233.0,202.40028088712938,30.599719112870616
1734423838,163.0,189.9584135315862,26.95841353158619
1734423849,94.0,158.3490236300328,64.3490236300328
1734423859,221.0,202.4957582368978,18.504241763102186
1734423869,87.0,89.95910251657963,2.959102516579634
1734423879,85.0,150.84067124684628,65.84067124684628
1734423889,74.0,131.08564973096998,57.085649730969976
1734423899,293.0,199.69676012983768,93.30323987016232
1734423909,281.0,196.91484388497935,84.08515611502065
1734423919,135.0,103.56520878091511,31.434791219084886
1734423930,104.0,157.72588257467416,53.72588257467416
1734423940,37.0,80.11184913638412,43.11184913638412
1734423950,201.0,91.37235292749102,109.62764707250898
1734423960,115.0,138.35423107449964,23.354231074499637
1734423970,110.0,163.0157804598917,53.01578045989169
1734423980,53.0,82.17314606462564,29.17314606462564
1734423990,92.0,123.47449269104541,31.474492691045413
1734424000,83.0,139.16518517681553,56.16518517681553
1734424010,151.0,165.84427759702953,14.844277597029532
1734424021,107.0,113.03465398619906,6.034653986199061
1734424031,64.0,116.58158338760445,52.581583387604454
1734424041,264.0,244.30072899532888,19.699271004671118
1734424051,146.0,140.1617444142707,5.838255585729314
1734424061,160.0,117.99621449150408,42.00378550849592
1734448695,67.0,187.23613210599729,120.23613210599729
1734448705,77.0,78.90917194278398,1.9091719427839848
1734448715,85.0,152.82859640938923,67.82859640938923
1734448725,195.0,235.16231617635128,40.16231617635128
1734448735,59.0,77.18827231583384,18.188272315833842
1734448745,127.0,164.33015823591927,37.33015823591927
1734448755,200.0,151.24730648245344,48.75269351754656
1734448765,101.0,97.25250430863413,3.74749569136587
1734448775,281.0,235.18181769259917,45.81818230740083
1734448785,131.0,157.01425963883105,26.01425963883105
1734448795,129.0,190.14593543639543,61.14593543639543
1734448805,52.0,207.82684441150113,155.82684441150113
1734448815,144.0,122.9573406793088,21.0426593206912
1734448826,60.0,133.8553499988637,73.85534999886369
1734448837,200.0,77.05659193974893,122.94340806025107
1734448848,214.0,146.99859729435818,67.00140270564182
1734448858,279.0,214.21202513189442,64.78797486810558
1734448870,77.0,78.90917194278398,1.9091719427839848
1734448880,140.0,172.146765062155,32.146765062155
1734448894,142.0,142.51668652733716,0.516686527337157
1734448905,59.0,69.47571507374218,10.47571507374218
1734448916,220.0,262.6854747166499,42.68547471664988
1734448926,91.0,153.63331639514493,62.63331639514493
1734448936,39.0,58.46867367244572,19.468673672445718
1734448947,259.0,158.27435685146017,100.72564314853983
1734448958,128.0,72.73110766827678,55.26889233172322
1734448968,113.0,91.0061622716949,21.993837728305095
1734448978,101.0,97.25250430863413,3.74749569136587
1734448988,180.0,219.35145025161313,39.35145025161313
1734448998,128.0,98.72418096807095,29.275819031929046
1734449008,243.0,249.89768596993005,6.897685969930052
1734449018,222.0,198.06602002302932,23.933979976970676
1734449028,83.0,123.83433596242709,40.83433596242709
1734449038,164.0,187.166789277737,23.166789277736996
1734449048,185.0,158.36452405128574,26.63547594871426
1734449058,49.0,85.80059763704412,36.80059763704412
1734449068,214.0,122.10329364604544,91.89670635395456
1734449078,52.0,61.12866809465132,9.128668094651317
1734449088,90.0,143.05621637777142,53.05621637777142
1734449098,168.0,142.2101684258435,25.789831574156494
1734449108,172.0,148.49368341882766,23.506316581172342
1734449118,220.0,166.55712612406563,53.44287387593437
1734449128,200.0,179.15539665935967,20.844603340640333
1734449138,180.0,219.35145025161313,39.35145025161313
1734449148,178.0,121.99979950821111,56.00020049178889
1734449158,71.0,121.34323817635367,50.343238176353665
1734449168,161.0,187.8754912248215,26.875491224821502
1734449178,109.0,203.86912259612146,94.86912259612146
1734449188,87.0,89.95910251657963,2.959102516579634
1734449198,55.0,42.64913432963907,12.350865670360932
1734449209,233.0,202.40028088712938,30.599719112870616
1734449219,164.0,182.64669448014075,18.646694480140752
1734449229,310.0,254.21618464810828,55.78381535189172
1734449239,78.0,120.66556231181981,42.66556231181981
1734449249,78.0,53.04535107084395,24.95464892915605
1734449259,144.0,155.66997186693214,11.669971866932144
1734449269,72.0,50.85933845927724,21.14066154072276
1734449279,88.0,95.06218626579106,7.0621862657910555
1734449289,51.0,83.06700705458265,32.067007054582646
1734449299,128.0,168.2136323571602,40.21363235716021
1734449309,74.0,131.08564973096998,57.085649730969976
1734449319,232.0,189.19499969251876,42.80500030748124
1734449329,270.0,291.0020987055199,21.002098705519927
1734449339,262.0,179.75166110044952,82.24833889955048
1734449349,71.0,121.34323817635367,50.343238176353665
1734449359,116.0,140.57188922298192,24.571889222981923
1734449369,214.0,122.10329364604544,91.89670635395456
1734449379,242.0,171.26952877957942,70.73047122042058
1734449389,128.0,168.2136323571602,40.21363235716021
1734449399,202.0,142.3109206622482,59.68907933775179
